delay_ms,burst,attempt,resp_size,first_byte,result_class,hex_prefix
5,1,1,1,79,ACK,79
5,1,2,0,NA,SILENT,NA
5,1,3,0,NA,SILENT,NA
5,1,4,0,NA,SILENT,NA
5,1,5,0,NA,SILENT,NA
5,1,6,0,NA,SILENT,NA
5,1,7,0,NA,SILENT,NA
5,1,8,0,NA,SILENT,NA
5,1,9,0,NA,SILENT,NA
5,1,10,0,NA,SILENT,NA
5,2,1,1,1f,NACK,1f
5,2,2,0,NA,SILENT,NA
5,2,3,0,NA,SILENT,NA
5,2,4,0,NA,SILENT,NA
5,2,5,0,NA,SILENT,NA
5,2,6,0,NA,SILENT,NA
5,2,7,0,NA,SILENT,NA
5,2,8,0,NA,SILENT,NA
5,2,9,0,NA,SILENT,NA
5,2,10,0,NA,SILENT,NA
5,3,1,1,1f,NACK,1f
5,3,2,0,NA,SILENT,NA
5,3,3,0,NA,SILENT,NA
5,3,4,0,NA,SILENT,NA
5,3,5,0,NA,SILENT,NA
5,3,6,0,NA,SILENT,NA
5,3,7,0,NA,SILENT,NA
5,3,8,0,NA,SILENT,NA
5,3,9,0,NA,SILENT,NA
5,3,10,0,NA,SILENT,NA
5,4,1,1,1f,NACK,1f
5,4,2,0,NA,SILENT,NA
5,4,3,0,NA,SILENT,NA
5,4,4,0,NA,SILENT,NA
5,4,5,0,NA,SILENT,NA
5,4,6,0,NA,SILENT,NA
5,4,7,0,NA,SILENT,NA
5,4,8,0,NA,SILENT,NA
5,4,9,0,NA,SILENT,NA
5,4,10,0,NA,SILENT,NA
5,5,1,1,79,ACK,79
5,5,2,0,NA,SILENT,NA
5,5,3,0,NA,SILENT,NA
5,5,4,0,NA,SILENT,NA
5,5,5,0,NA,SILENT,NA
5,5,6,0,NA,SILENT,NA
5,5,7,0,NA,SILENT,NA
5,5,8,0,NA,SILENT,NA
5,5,9,0,NA,SILENT,NA
5,5,10,0,NA,SILENT,NA
10,1,1,1,1f,NACK,1f
10,1,2,0,NA,SILENT,NA
