delay_ms,bursts,pass_bursts,fail_bursts,pass_rate,attempts,ack,nack,zero,silent,other
2,20,2,18,0.1000,20,2,5,2,9,2
5,20,2,18,0.1000,20,2,7,1,8,2
10,20,2,18,0.1000,20,2,8,0,10,0
